id,text,parent,label,api
10177575.3857.3857,"i disagree.  if the original kind was 14 Camas, it could easily differentiate into camels and llamas.  no new mechanism.  no nothing.  ","No, that's not right, and the edits you made on that basis are seriously flawed.  latent heterozygosity = inability to interbreed.  Creationists haven't proposed (that I'm aware of, or that you've cited) any ''new'' mechanisms to explain ''speedy microevolution''  you're just tried to 'claim' parts of the standard mechanism as in some way particular to CB.  ",0,0.0646
101792172.219183.219183,"Hi, MadDogCrog.  Good to know that my contribution is not forgotten.  I'm tempted to leave it at that, but I did want to mention that most of my work these days is in the staunchly conservative area of good grammar and sentence structure.  This has liberals calling me an archconservative and conservatives calling me an archliberal. ",this article will never make it to CD as long as Rick dilegently stands guard here with his POV Rants and deliberatly beats any other contributor with his diatribe of POV babble. if they dare question his obvious POV contribution! ,0,0.1251
10180592.4353.4353,"yes, the timescales are different.  ","However, creationists do disagree on the timescales invovled. Biology doesn't claim that camels and llamas descended from the same ancestor a few thousand years ago. ",0,0.0749
101850745.108518.108518,"Great!  Note my only concern was that you might not have time, etc.  Is there anything a few of us (on both sides of the argument) can help in the grunt work?  regards, ","Yes i very much want to help with this and realise it's been a while, which I'm sorry about. Rarelibra provided some data, above, that might be relevant to this. ++: /",0,0.0673
101932296.5827.5518,rvv = revert vandalism - don't call me a liar.,"You used ""rvv"".  What does that mean?  Shall we head over to your user page and find out? ",0,0.3526
101951134.812.812,industry = business. there are already plenty of articles on chemistry itself. and please cite reliable sources. ,"The article is titled chemical industry, no chemical businesses.  Therefore, it would seem logical that it relates to those terms and should cover such material.  ",0,0.0268
101963065.208812.208812,I put back the removed esposito quote. I don't think you will find bad points of his legacy from RS. ''Peace''. '''''',The Middle Way is often best. ,0,0.10759999999999999
102048169.6550.6550,"I'm not complaining, I was just making a point, although the point about mouthflaps does make sense. I think he was referred to as simply 'boss' or 'manager' in later episodes though.","Its because of the mouth flaps. ""Kis-ke"" vs ""ur-a-ha-ra"". You simply can't fit Urahara with the lip movements. ",0,0.0292
102172369.10901.10901," I disagree, Smee. This is not a film and categorizing the article as such is not right. I will ask the third opinion user to comment again. Good night for now.  ","Yes, and ''those'' edits you made, are actually fine.  But for the simple reason itself that TV Documentary redirects to Documentary film, and the fact that virtually all of the sources refer to the program as ""program"", ""TVTV program"" ""award-winning documentary"" or ""documentary"", the film categories can remain and are inclusive.   .",0,0.1929
102218271.56726.56726,"And just where are you going to get this driver's license and passpoort information, without violating Wikipedia:No original research?  ",I agree with both of you. I'll try to update the page with something.  20px - ,0,0.2922
102305703.38481.38481,Women started shaving there heads when their husbands died so they wouldn't raped by islamic invaders.  That was also the time when sati became more widespread.,"Also, many Dalits who were persecuted debate as to whether they are Hindus or not. Persecution of Dalits is discussed at length in their articles, as are reform movements and emancipation.",0,0.5615
10230826.59115.59115,"I still don't see hiw it's helping with regard to the state of the article.  So in other words, yes, you want me to go on a evidenciary hunt for eocene proto-carnivores, so's you can tell me after the fact what criteria you'll be using to dismiss them?  (The genetic similarity point you don't address at all.)  ","i'm just addressing the questions as i've been instructed.  ""creationist common sense"" is probably a good name for it.  you tell me the bear-dogs are extinct, but i haven't seen the fossils.  i've seen bears, and i've seen dogs, but no bear-dogs.  ",0,0.2255
102353305.35325.35325,"Probably. Heh, this is frustrating-",SHe had to protect because she knew a block would get overturned.  ,0,0.2033
102364836.16956.16956,Whatever. I've never had any knowledge of him prior.— , is an Art Dominique sockpuppet. ,0,0.0782
102390024.15641.15641,Happy times.  ,"The proofread is complete. A few concerns remain about content; namely, that a few sentences need clarifying. ",0,0.0583
102458948.22273.22273," That doesn't buy your way out of WP:CIV, and remember that WP:AGF cuts both ways.  Why should we assume good faith of you, if you continue to broadcast your intention to adhere to WP:CIV and WP:NPA only when you feel like it? "," ""This guideline does not require that editors continue to assume good faith in the presence of evidence to the contrary.""  - ",0,0.0901
102570888.66613.66613,"The repal of the Fairness Doctrine clearly helped Rush's career. I think the quote I put in (from the Wall Street Journal) makes this clear, as does the article, which is linked in the reference. ","A lot of commentators believe that repealing the Fairness Doctrine was the act that gave birth to the conservative talk radio genre. You're right, however; this sentence seems like an unfinished thought. ",0,0.0713
102621937.5184.5184," Opps, I think I got what you mean now. My apologies for the error. I suppose the current version's  history is now correct? - ", I presume you want a userfied copy of tbe deleted page so that you can work on the other page? - ,0,0.0511
102629686.33009.33009,"Ack, I did.  Sorry about that.  I'll request comment at WP:RFC/USER now.  (To be sure, WP:RFC/USER and not WP:RFC/BIO, right?)  ","This is becoming frustrating as Darkcat21 appears to be ignoring good-faith attempts to fix the situation.  I've warned Darkcat21 with  since this edit involved removing citations.  Since WP:3O has already been used, what do you think about opening up a request for comment?  ",0,0.0618
102681035.46403.46403,"You need to subst the template - at least I think that is what broke it. You should be doing this with all templates on user talk pages, AFAIK. →  • ","I really hate having the sig automatically included in the warning template. I tried about four times to get the syntax right here, then gave up and went to an old template. Could we just go back to the way things used to be, as far as sigs are concerned? -",0,0.1229
102734878.11718.11718,"I found a good way to include pics. I tried it out with A and it works quite nicely! See . I will locate different pics. To be honest, I hate that the first pic is a porn star, but this is just an example.  | ","Just goes to show, we're everywhere!  | ",0,0.37790000000000007
102900833.124992.124992,I'm not especially bold and sometimes find it helpful to seek a second opinion from other editors. -) ,"Thanks. I didn't want to barge in and remove them myself, in case I was missing something. Perhaps I was not BOLD enough this one time.  ",0,0.0666
102904248.3884.3884,A message has been left there. ,I'm sure this is a good place for your request. I'm in a similar position to you so I won't be able to help much. You could also leave a message at WikiProject Religion.,0,0.05329999999999999
103054403.7233.7233,"Samuel Weems actually was interviewed by Tall Armenian Tale, but I suppose that's beside the point.  ","Look, I don't know whatever you are Azeris or Turk, but it doesn't matter much. But, suffice to say that not much is needed to destroy his character only by quoting him. His wordings are made in such fashions that tallarmeniantale.com would sound as an Armenophilic webside when compared.  ",0,0.0658
103100345.52157.52157,"Agreed. ''Very'' nice work, JFPerry. Just one copyediting issue I see: it overuses parenthetical statements. Everywhere possible, work them into the text instead. ","That is a ''significantly'' better Citizendium article, JF, and I think it should replace the bloated blog of a page that currently exists. ",0,0.0671
103216674.35368.35368,I just left a message.  ,"Depends on what Selmo thinks. If he hasn't the need for a coach (or wants a different one), I'd be happy to take another. To be honest, the kind of student that I want the most is a complete n00b/newb/newbie/newcomer who has many questions to ask.  ",0,0.0258
103278768.6919.6919, Does a single vagrant record really justify inclusion?,"To elaborate: single record from North Keeling, 26 April - 15 June 1988. Info from HANZAB 1B, p.1111. ",0,0.0778
103319946.51241.51241,I deleted the para about artistic representations as it seems to me unrelated both the the article and to this section. The Egerton para is relevant to the article but the relevance needs to be made more explicit IMO. ,"The section is about ''sources'' for John, and although I belieev Egerton has been suggested as a source, the real interest and relevance is the ''closeness'', as you yourself say. I would certainly mention Egerton in the article, but I'm not sure it belongs under 'sources'. ",0,0.0499
103366249.26394.26394,"Thanks, Special-T. I like what you've done there. ",I have changed the lead paragraphs in an attempt at clarity. - ,0,0.0998
103387142.43539.43539, Wot is your count? It used to be 1000 needed ,"d
Having watched RfA for a while, I doubt I'd qualify. Not enough edits. ",0,0.08849999999999998
10346896.21788.21788,"Actuallly, I wish he hadn't '''re'''-uploaded the image. I'm sure the current agitation for placing more and more explicit photographs into Wikipedia will run its course and be dealt with eventually. - ","I have no opinion of his intent, and I'm not familiar with the previous history of this issue. I'm merely seeing to it that ""process"" gets done on this occasion, so that the outcome could be cited as definitive on future occasions.  Like you, I wish he hadn't uploaded the image.  ",0,0.0703
103516151.22826.22826,"Reaves, Reaves, Reaves, will you ever learn?  It's your old friend from last week.  You really should just give up, close your account and move on. Your talk history is starting to get embarrassing....  ",Another sockpuppet? Wow...  ,0,0.5373
103590231.57415.57199,"Ancheta Wis, even if those edits are reversed, or saved in some place, they are valuable for one main reason: They have jump-started the conversation which was dead here for many many weeks. I started it because I was unable to get a response, in spite of repeated attempts for weeks and weeks. So if the edits got people interested in returning, then they served a major purpose.","I do have some people I would approach, but I have no idea if they would accept. I will if people want. These are experienced people from WP with no interest in physics, but very good writers.",0,0.0816
103728229.3777.3777,No youre not! Please dont try to patronise me 8-(( You will feel the full force of an Rfc. Are you braced for it?,"We're just trying to help.  That your behavior has been egregious is obvious to everyone but yourself.  If an RfC can give you the reality check that gets you back on the right path, then we should do it by all means, and immediately. -  ",0,0.2498
103756846.29905.29905,Cookies are working. IE version is 6.0.2900.2180.xpsp2_gdr.050301-1519 Happy Editing by  on ,"Still not working. It still say ""You are not on the user list"" Happy Editing by  on ",0,0.08390000000000002
103766250.11633.11633,Duly noted.  { • } ,"Well, it's up, except for /b/. Now, GET ON WITH YOUR LIVES. I know I will.— ",0,0.0199
103789393.3105.3105,"Actually, I just noticed it's written as ""Sec"" in ''Doctor Who Fact Files Vol. 7: Daleks'' too. —  • ","It's a direct quote from RTD.  Let's put it this way: do ''you'' have a citation for the spelling ""Sek""?  If not, we really should go with what's been in print in a reliable source. —  • ",0,0.0712
103897247.58076.58076,I think we should add something about the journalistic standards in the lead.  ,"Thanks for the reply, having re-read the intro the section on the bans could be lengthend. Could you say what else specifically you think needs adding to the intro. ",0,0.0678
104159256.520.520,"You're most welcome!  I really appreciate you understanding and not thinking that I'm trying to shutdown your contribution at allto the contrary, I'm trying to avoid the prior wars on the Tarot pages that were resulting in censorship of a lot of good information about the way that you and I use tarot.  Personally, I think the creation of a separate page for our purposes is a good move.","Thanks so much for the above info I did not realise what the problem was and thankyou so much for putting me in the correct place, I really appreciate it!  Kindest regards,  Karyn",0,0.0972
104217375.13445.13445,"Sorry, actually it's Toucheng, Yilan.","Taiwanlove indef'ed, and Nationalist blocked for another 72 hours for sockpuppetry, 3RR, and because it's his 4th block. ",0,0.24739999999999998
10444531.229.229,"Acronyms are always capitalised (with the exception of maybe scuba). So yes, this article should either be moved to LOL, LOL (Internet slang) or something along those lines. ","Who can substantiate the claims made in this article
(a) about the year 1973 and
(b) about '''LOL''' being the ""most widely used abbreviation""?
And should the article be moved to the capitalised LOL? ",0,0.2296
104458260.15045.15045,"So, therefore, if Autoblog has won awards, this is notable enough for it to have its own article as long as it's mentioned in the article? '''''' ","According to their respective articles, Engadget has won awards and Weblogs was bought for $25m. Autoblog's article said nothing like that, only that it's a blog service (or whatever it is).  ",0,0.0192
10456905.740.740," The use of larger text is much more efficient in making things more visible. However, this is a moot point; see below."," If you read any decent book on typography, you would learn that italics are used just for that purpose. –  ",0,0.0238
104586278.81638.81638,"I've asked Jaakobou if he is also MouseWarrior. Here and on his . He has not responded to that particular question, yet.  ","This is getting very annoying. Now we have ""MouseWarrior"", ""Paul T. Evans"" and Jaakobou all reverting this article.",0,0.0976
104626383.209096.209096,"Take a look at Image:Crystal Clear action bookmark.png and Image:Five-pointed star.svg.  If you want me to, I'll try to put these together into a series of ratings star images when I get home this evening. \","Yeah, if you find a better one, let me know. I found this one here: commons:Category:Star_symbols.↔•",0,0.0402
104628638.40907.40907,Of Course - Richjard Frye is a historican. I rely on science when come to anthropology. Read Cambridge University DNA mapping of Azaris.,"I think the best rev. is by Tajik right now. Let's keep all refs as they are. As for Azeris being not Turk, do you want to deny Frey or Encyclopedia Iranica? ",0,0.08649999999999998
104692342.78137.78137,Also I'll add this.  There is still way more Euro-american bias out there then one my little article on my people.,"Yeah I know.  But I felt like putting it on there till someone else fixed it.  I'm not the greatest encyclopedia writer, but I do have knowledge and information to share.  Thanks for caring enough to share ",0,0.11769999999999999
104785968.295400.295400,"With some of the magazines, they either got permission to use the photos in the magazine or bought them from a press agency. That is how newspapers also get their photos is by buying the pics. Wikipedia, if we get our act together, could actually liberate content. We done it with the US Holocaust National Memorial Museum, we can do it for others.  ","I have to say, that takes the cake for nonsequiturs. People sells a lot more copies than The New Yorker; is it therefore a better magazine?  If WP was the number one website, would it be absolutely perfect?  As far as I'm concerned, I look at Wikipedia and see a lot of room for improvementit's what keeps me coming back. ",0,0.1274
104812153.52047.52047,"You are a piece of work....someone stands up to you...you threaten to block them.  I read WP:POINT and I have not done any disruptive editing on any page, but this one and last I checked this is a talk page.  You want me to go away, fine, I go away.  You can go back to destroying the TV section of Wiki.  You keep up the good work. - ",Because sometimes I like doing things other than getting yelled at. >:( -   | ,0,0.5427
104819465.167.167,Rodney Mullen's autobiography: ''The Mutt: How To Skateboard And Not Kill Yourself''. ,How do we know that he was the first one to do it? ,0,0.322
104994429.26421.26421,"What says there is a page history?  I'm not understanding what you're talking about.  As far as I can tell, the history tab is always blue, so nothing is ever going to tell you there's no page history until you click through to see it.  ","It ''says'' that there is a page history, so I check it. If my suggestion were doable, it wouldn't say there was a page history if there were only two contributions (the original page creation and then the tag). But this won't be implemented until you suggest creating an admin-bot to do it, whereupon Werdna will hard-code it overnight. Regards, ",0,0.0602
105012549.128052.128052,"Clearly my edits are widely against, so I'll back down. However, I'm uncertain why the ""interactive entertainment"" paragraph is there, it's useless - it isn't even mentioned in the article. ","Glad to have someone in my camp. -)  Yeah, I don't like that link to ""computer monitor"" either, but I think ""video display"" should be linked to something.  But linking it to ""CRT"" or ""television set"" isn't really appropriate either.  I'm sure we can find something... —  | ",0,0.19010000000000002
105041066.13602.13602,"The thing I understood about photo's was that they are trying to be encyclopedic, in otherwords as informative as possible, not at all distracting. If there are no other pictures available then by all means use them, but often there is a better option. ","I agree.  If all else fails and we don't have any other picture of that particular car, then use them.  But the photography is horrible.  We are aiming for the clearest, most informative photo we can get - wild angles just make it harder for the poor reader to understand the photo.  Try to remember - we aren't trying to advertise the car - we are trying to describe it. ",0,0.0535
105058879.14206.14206,"Certo. Ho appena notato la tua pagina personale... devo confessarti che sembra un po' WP:vanity, dato che effettivamente non hai pubblicato nulla (un po' come nel mio caso). Cosa ne pensi? ",I've expanded Ostia Antica (modern). Maybe you can copyedit my English there (I'm Italian). Ciao and good work. ,0,0.3177
105087942.37155.37155,"Makes me sick! This is the best article on Macca that I've read, speshly on the net, and as for Britannica's, laugh? I nearly handed 'round me ciggies! ","But the size problem will always be there. They want nice little articles that will look good in a silver frame on the victorian mantelpiece, right next to a Britannica article. I wonder what would happen if one copied an article from Britannica (paraphrasing it, course) and then sent it for FA? Ho-hum.",0,0.5205
105114628.7359.7359,"Done, thank you. ","If you unblock me, I promise that I will not do anymore categorization.  ",0,0.066
105166662.11809.11809,"Because you three people don't celebrate this holiday you think it should be deleted from an encyclopedia?  What kind of sense does that make?  I don't believe in Buddha and I'm sure I can find two other people who don't either.  Should we delete buddhism now?  Make your arguments logical before posting. ~Greg, California, U.S.A. 2 Feb 2007 12:05 pm pst~","Agreed, having lived in Adelaide for 25 years, I've never once heard anything about people celebrating it here. Suggest deletion. ",0,0.2289
105293697.289.289,"In English, please. ","salam
ostad.man iran (astara)
gorban olom u hanjaraya
azarbayjan mosigisinda bir nafar olsa da oda (ostad ALIM GASIMOV)dir
naja ki iranda (ostad Mohamad riza shajarian) dir
goraban olom sizlara
(hossein nematollahi)",0,0.0483
105438904.7112.7112,"Yes, of course it would. 33 games is not exactly a small number to compare it to, and it is defintely below average when compared to them, so saying in the article that the game was rated average is definitely not true, especially when followed by such negative comments. Even when compared to ratings of other games on other consoles, 58% is not average. ","Uh-huh, so if a launch had games with an average of 38, a game scoring 40 would be above average? Whatever. ",0,0.0194
105512287.20888.20856,Well I did think you were addressing me at first. I might not have looked at my post to him again if I hadn't.,"Ah, I see. ",0,0.1785
105534802.2221.2221,"If it's not so different, why not use the clearer and better rendered anime images? As anime images are predominantly used on most character pages, (where possible), there's no reason to ignore that tact here. –   | ","If it's not so different, just use manga images. As they are the first done, and the only ones made by Bleach creator.",0,0.0669
105542986.32931.32931,I am trying to find books but most of the websites do not allow me to get in. What should I do? Would I provide the links at the talk page? Anyway  bhai has collected some. please have a look at talk:Language Movement.,"Sure, you can start it right now. If you want me to do any specific thing for the article please let me know. I was thinking about highlighting the political activities during the movement by creating a section in Language Movement article with giving link of a separate article named Role of political parties during Language Movement. Anymore ideas? Please let me know.",0,0.0267
105583964.1561.1561,"Wikipedia guidelines never require the inclusion of the page number, even in a full citation.  See Wikipedia:Citing_sources.  Obviously as well, in your very substantial number of additions in this article, you have never included a reference with page numbers.  ","please give the exact page of Chau Ju-kua, ''Travels in Chola'' you quote in cavalry tactics, so we can verify your statements (and add this information also to the other books you quote). Otherwise the information is not verifiable and must be deleted. ",0,0.1181
105673407.57472.57472,"Still no discussion here. But I made a minor change in the article (just for a test). In just TWO MINUTES it was reverted! The alarm system is efficient, congratulations! ","The 80 000 ""speakers"" are still mentioned in the article, but nobody seems to be interested in discussing this very dubious ""fact"" here. But if anybody deletes this information I am sure it will be restored in less than a day. So, somebody prefers to believe it. Is there any source at all (other the SIL), confirming this number? ",0,0.0647
105673839.1699.1699, P.S. I forgot to apologise for assuming the worst. I am sorry! I hope it hasn't put you off.   ," DUKI is not a person, dookie/duki is what some people call shit  ",0,0.2227
105804264.3364.3363,"You could turn up plenty of info by putting ""Mona Baker"" or ""boycott Israel"" into search forms at British newspaper websites. 
  ","Could you point me somewhere where I can read about the ""concrete political issues which have arisen within Britain""? I am honestly not sure which issues you are talking about (and haven't heard of Mona Baker)  ",0,0.2084
105908548.9282.9280,"Please stick to the topic and explain how the Dvorkin quote can be considered ""criticism"" worthy of an encyclopedia article. ","BabyDweezil, you are using inflammatory language here. Plus, the guy who you claimed ""serves as a propaganda minister"" was sued with similar arguments as yours, and won in court. ",1,0.1139
105917589.18577.18577," Heh, I bet my wikiphilosphy lit up the poor vandal bot IRC channel like it was New Years with my language. |","I wasn't exactly disagree with you on Cool Cat's RfA. I just , well, I think he's made a lot of contribs, and isn't cut out for admin, but that's my opinion. I know it was just an example. *hugs* And how are you? I haven't heard from ya in a bit. |",0,0.6469
106082202.53342.53342,Off thread: This repeated comment from  is bordering on a Personal Attack. Can we keep the debate on the editing not the editors.  |  ,"Hiding within a cloak of  Anonymity, user M-72 again lashes out at others — masking a deep-seated sense of cultural and personal inferiority. ",0,0.3281
106109785.92830.92830,"I see. However, all the same. I will end the POV disputes by removing the unnecessary elements off the article itself. - ","Actually, we're arguing about Christianity's criticism section too on its talk page.... ",0,0.11769999999999999
10612849.28136.28136,agree that we should include ALL symbols for a transistor type. That link on fr is broken. im SURE that it is technically possible to have a seperate bulk connection on an igfet though few practical discreet devices do.,This is more or less it fr:image:050512.gif except there is a circle around it and the arrow bit internally connects inside the circle to the bottom line on right which is then the source terminal.  -  ,0,0.064
106229265.48189.48189,AFH- vandal warnings should be at least an hour or so apart to give the person a chance to read the message.  I think a 2 min gap between vandal2 and vandal3 is a bit short.  ,I suspect he joined cause I issued all the warnings to him. It would be nice to have some rule to stop people like this. ,0,0.1572
106293780.652.652," FBI/DIA got samples of Fazul's DNA in Comoros, where he used to live. ", Oh I see.  But I don't believe anyone has said directly that all that is needed to confirm Fazul's death is a DNA test.  We're assuming they have something to test it against?,0,0.0681
10633734.97222.97222," You cannot claim that MW is more authoritative than de Soto, Rand, or Marx. Or specialized economic directories. Should MWs definition be in every introduction in Wikipedia? "," http://www.bartleby.com/59/13/capitalism.html  regarded as an NPOV source by many.
 http://www.m-w.com/cgi-bin/dictionary?book=Dictionary&va;=capitalism&x;=0&y;=0  Merriam-Webster dictionary ..a well recognized authority.",0,0.0659
106361012.6521.6521,I only charged you with what you had changed those who reverted you.  Please visit the talk page at WikiProject Films.  I'm going to see if we can do anything to rid of the importance scale.  I don't think it particularly helps film articles on Wikipedia. —  •  • review) -,"You appear to have misunderstood. The rating in November was the status quo. (see Evula's edit summary). Your edit changed it to ""TOP"". I am attempting to assume good faith, but your edit comments about ""bad faith"" and your (wilful?) misunderstanding of the facts of the case make it difficult. Why apologize to Evula when you have personally attacked me?",0,0.0537
106447831.27736.27736,I don't know why you continue to cling to the idea that Blaze was a ever a rumor at any point in history. You're going to have to provide a source for your unfounded claims. ,"I don't see any official data predating the previous MK game that says that that background sprite was a major character either. Any thing saying that was just rumour, just as Ermac was until he was canonized years after his rumour originally surfaced.",0,0.2793
